sample_id,substrate_material,coating_material,reinforcement,coating_method,electrolyte_composition,current_voltage_mode,ac_dc_mode,cooling_method,surface_preparation,reinforcement_percentage,particle_size,current_density,voltage,frequency,duty_cycle,treatment_time,temperature,pressure,spray_distance,surface_roughness,heat_treatment_temperature,heat_treatment_time,speed,num_passes,surface_hardness,corrosion_resistance,corrosion_rate,coating_thickness,porosity,pore_size,wear_resistance,experiment_id,data_source,is_demo,units,notes
S0001,Magnesium,Magnesium,Si3N4,plasma_spray,mixed_oxide,constant_voltage,DC,air,polished,10.911159838086272,5.671168602619217,58.31018242104499,92.42922177746716,1701.2910594633613,26.717190234505185,60.12003851254536,17.391961026007667,4.249577934338234,54.206534253112096,3.563896489531225,500.0,5.038557680548313,21.857640614505552,4.0,83.16984925665363,51.01890516813866,0.5143194802356235,70.92117753748303,9.472907313987147,0.46761184047961724,240.26772609352744,E001,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0270,Zirconium,Tantalum,none,PEO,mixed_oxide,constant_voltage,DC,water,sandblasted,0.0,0.0,46.15721482126531,410.6350729619428,1226.3292155464983,47.182791042492944,70.57219945037788,76.6702063383388,1.867821164087385,188.34334293117215,6.315540287515084,200.0,1.7152385841610407,1.7680797903467358,1.0,60.247070352158474,13.812472810134368,0.8340021969472062,59.57909165402133,25.06331406269516,9.952770524353374,35.56739771460633,E027,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0271,Aluminum,Al2O3,Al2O3,anodizing,aluminate,constant_voltage,AC,water,as_received,3.6825303519968484,9.861590853296635,31.7305723636285,160.8485741884116,423.8737138612236,88.15523122335776,56.022001065510544,78.63345681227668,4.8603870645846845,296.67799475782033,2.789469261830688,25.0,0.0,3.307304213409523,,231.5921195054703,12.939257444663724,1.2775116617127773,31.639851322135357,9.565162671808435,2.7684189463488944,135.76576081024362,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0272,Magnesium,TiO2,none,anodizing,aluminate,constant_current,AC,water,sandblasted,0.0,0.0,52.22610857593381,146.69267991327797,2068.9990494207377,81.394398006761,33.69907593305393,73.06345911430884,2.5190177906969775,294.94338376142986,7.357697382951473,250.0,4.705356838950554,14.720132204029666,3.0,168.05700894111985,6.800078806858776,2.4153660149618656,33.96221435794014,18.76259932755545,1.852524431051594,76.46277462045721,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0273,Magnesium,Magnesium,ZrO2,anodizing,aluminate,constant_current,DC,oil,as_received,7.677818784434002,11.882352406563395,7.469698052310198,207.43923913875153,3866.89644069242,84.72464335511427,54.38368904747574,23.640193313504945,0.7000586439637124,134.31824307231645,6.3608542815523705,200.0,11.627814841565408,19.022107682748633,6.0,36.992388071548696,24.046721153229747,1.949286438720766,20.678259653376507,4.0807401040228415,5.659956051454817,100.89450916453012,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0274,Tantalum,Al2O3,graphene,anodizing,silicate,constant_voltage,AC,air,polished,12.710106073889149,14.289728622700146,23.475480534869412,501.184960131571,4252.809717933706,63.50890856929219,82.45501287209756,72.09487816012373,1.488132047598497,170.67591229722424,2.1644584980232437,300.0,5.277205583208053,7.5079736608285765,3.0,142.4198712035543,17.29432205554935,0.6849473159476834,32.9223039271299,11.211996993737351,14.741807321234681,175.11344351116406,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0275,Aluminum,ZrO2,Si3N4,electrodeposition,KOH,constant_voltage,AC,water,ground,18.28800413796919,7.888164457554641,30.85190069702578,448.23332414177133,3666.724241816754,63.97567284816854,37.39556112234247,69.51141376126195,2.0409579034782697,75.11395144945402,3.864696503074832,25.0,0.0,8.383803950482651,3.0,48.87576852246512,7.358324865546022,1.2164067422115257,41.87680860010436,17.972392600933006,13.226798222149046,188.02046169643387,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0276,Aluminum,TiO2,graphene,PEO,aluminate,constant_current,DC,air,as_received,3.444366062983819,3.5751672138231583,26.507192456277377,523.4461455668788,2789.4333924987204,61.78188811585564,110.25326424349375,71.62058089088032,4.9977023193256365,180.54421399793293,4.091652478250813,25.0,0.0,9.978242992394115,2.0,156.2251506896252,19.63138865439762,0.5050870446282941,63.304790895172154,12.705537867882335,16.15896368972265,123.18498632387518,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0277,Aluminum,Tantalum,graphene,anodizing,KOH,constant_voltage,AC,oil,ground,18.311956366354746,6.709994540996327,7.406606321471632,375.9811730165427,3620.9585087458836,46.96515312582378,40.22981727543617,24.859565112571943,1.8621119636461338,199.92539976206828,4.089490257962455,250.0,9.939966951363512,31.440020243474635,2.0,141.97157803057877,16.086845941501117,1.245249143675109,16.058888151212983,3.4494857320551073,9.263227007642167,235.13283870600273,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0278,Tantalum,Magnesium,Si3N4,PEO,NaOH,constant_voltage,AC,furnace,as_received,18.098554364746914,21.499023515987577,10.058169348633202,381.46075551604383,3406.9476765193067,37.37901009071732,27.790588544628125,22.59146880526564,0.6187813195214524,112.76541640283025,5.87919500288009,400.0,8.49088562474202,31.080225797119084,5.0,48.226130010598844,28.092825631686786,0.3739706200936518,41.23670211601915,4.360103076325886,9.345080458817554,206.865039263025,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0279,Magnesium,Zirconium,none,anodizing,aluminate,constant_current,DC,furnace,sandblasted,0.0,0.0,50.419420278473744,290.0154997131085,1171.8331624753043,60.32024543315398,114.77530239037367,75.0475771729653,2.8081470989990116,203.02860897879344,1.6370130754265508,200.0,9.111335721668622,15.934620431137374,4.0,209.48933048569003,16.243028712471776,2.3780251551382308,33.42706151798877,16.665805838572805,5.298318507795279,113.12595617088152,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0280,Magnesium,ZrO2,ZrO2,electrodeposition,phosphate,constant_current,DC,water,as_received,12.810075387468661,9.480817396270982,29.57867129288561,502.5931616834877,2753.794461015969,12.170206156768277,98.21447016359063,26.298732193742794,0.8762242323828968,274.9231879240634,1.4668789752338307,200.0,3.544225003428179,7.722210881791437,5.0,,16.565699367743825,1.3225658658712363,48.04895099794105,12.471839798317728,14.936170433614775,143.2851582592113,E028,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0281,Aluminum,TiO2,Si3N4,PEO,fluoride,constant_current,AC,air,polished,12.592859820578175,19.75815424430291,3.874623178410931,305.4385746351645,3853.04666319216,10.633796671023259,44.46082685699854,38.96041251776908,1.7333041941307483,50.238833355870135,1.2851577536726893,150.0,7.883615254861985,5.3254270174753,1.0,149.12656011667377,27.07125360646868,0.611107290254952,32.19703466830029,2.276200426688662,7.644895474686722,180.06014264419653,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0282,Aluminum,Al2O3,Si3N4,anodizing,aluminate,constant_voltage,DC,air,as_received,12.96464686876178,1.6582129397499734,1.972984279681345,227.53003539751234,1585.603309375691,82.38955523522363,101.76466288154573,44.63901521711392,4.965724292422726,107.23344357698612,6.413920432530863,200.0,0.9372285188620267,4.398043169839756,4.0,170.58855285871758,28.079674908457022,0.836390148036819,25.68679340924785,0.3,4.22615669402936,206.64725840069082,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0283,Zirconium,Magnesium,Al2O3,PEO,aluminate,constant_voltage,DC,air,ground,13.964663248747357,6.3845826436635225,28.935048717665268,370.18750495883256,3269.865733584657,13.946043806097887,64.66363865268701,23.08876430892169,3.6708733351856946,102.47989083098453,1.9498141405459992,200.0,2.7642366547353974,16.259890785075513,4.0,241.70699738653664,20.59340856436355,0.6953378492940061,44.506937658516875,11.535774164234061,9.880357264901859,226.6882218289958,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0284,Aluminum,Magnesium,Si3N4,sol_gel,fluoride,constant_voltage,AC,furnace,polished,0.8214029116250618,,10.698344829542178,323.06974670048174,2407.4021375939924,54.60758777834054,44.87653730002222,16.34122872211558,0.7279998317729166,80.97155075845676,4.536322069691353,200.0,11.221213646860496,2.7761548995236565,7.0,138.6385724335661,15.55812334780432,1.6264640835885693,18.441093689984115,5.242251882555393,8.27749115329189,102.77582103840342,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0285,Aluminum,Tantalum,Al2O3,electrodeposition,phosphate,constant_voltage,AC,furnace,ground,19.18280529363267,24.63484582609714,42.602430813954086,112.00990765494774,2515.7942547251,62.273959850719834,101.55533279700965,79.61588053486255,,91.52530318427547,2.3283600845273424,250.0,9.001205916450575,14.011766447927066,3.0,231.80946990334317,41.732371136197955,0.8280095601542626,37.8799786748897,7.9397353549422,1.8371123001893455,260.5907673515815,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0286,Tantalum,MgO,none,anodizing,fluoride,constant_current,AC,oil,as_received,0.0,0.0,47.924084289137326,246.36270695621477,450.27518891079865,26.844554517907028,91.49898268941065,71.98272091427248,1.2723688068298218,206.47813634134693,2.7042322298382833,200.0,3.152734221376465,38.49979645910436,1.0,108.06861509649374,1.0,1.174575375146835,24.68244071943706,16.268548327777737,5.083201015992842,63.84018260164336,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0287,Magnesium,Magnesium,ZrO2,PEO,mixed_oxide,constant_current,AC,air,sandblasted,15.738583868347222,15.463759112894428,14.46950579896923,206.66270554724,3331.085826526899,86.13712125253761,39.25560690395717,74.30196540779141,1.0532509538095458,75.67359753766065,6.8138065800687215,400.0,1.7809055294718132,20.792680008791507,,218.63618436299888,31.951893710671936,1.4016648804682859,42.115234929431004,7.975013584860289,6.271954088653103,233.59135637514603,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0288,Zirconium,Al2O3,SiC,PEO,fluoride,constant_current,AC,air,as_received,7.856995861696581,0.1743748840970988,35.93843974802506,,4328.4351767726,26.158140598611876,74.76802925466698,33.4965995026877,3.141794360069609,234.63290225518043,4.307957536620198,250.0,11.412573615987768,33.08314161657237,2.0,81.88176992931169,13.96797556725334,0.5459776677103132,57.27902437683962,14.778215313957611,14.300445744213452,150.59524141159716,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0289,Zirconium,MgO,none,plasma_spray,mixed_oxide,constant_current,AC,furnace,as_received,0.0,0.0,10.112233965637774,239.42127848655437,707.156440129314,85.18377392616735,47.47987570477668,29.30660222845354,2.7754515033809706,271.75564763959585,3.126857340677244,400.0,1.7901581596915266,6.041371889920564,7.0,185.64554773579192,50.95715135228354,0.2071469664940641,63.83512451314378,2.8922861834247025,3.7114259140646126,149.44690966311384,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0290,Aluminum,Magnesium,graphene,electrodeposition,aluminate,constant_voltage,AC,water,polished,10.439825867590658,15.906755259678302,18.911376444068836,460.77761631944634,1830.5283110822468,74.85417289330799,5.120976844444636,42.68132628140273,3.842899629419787,281.64693104459224,0.05,350.0,3.456305552543354,11.45507251397849,3.0,49.49463862609923,8.59411703275397,0.7393448490253334,40.61131390464008,10.09262234826673,12.02025194878035,136.90040285442404,E029,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0291,Tantalum,Magnesium,SiC,plasma_spray,aluminate,constant_voltage,AC,air,ground,10.390207326660615,9.52399719571756,53.43893415670457,271.1947969504728,243.33727420417506,30.463151049556487,115.60881026103213,44.465758983570446,4.5153780270433685,215.04395357992522,0.254505481444521,350.0,2.6002909194937573,37.915311337216345,6.0,246.93107847040503,43.380171345406744,0.26700546834325056,95.23956738185439,13.681709514329981,5.17148096175523,248.87986593603497,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0292,Aluminum,Tantalum,ZrO2,sol_gel,aluminate,constant_current,AC,air,as_received,9.02129112207331,23.11079557279257,33.101787397456334,426.750281722805,148.15942988195553,22.81325413346795,68.20734374837622,15.363963526175642,1.6100683584424786,99.34910265840401,1.8219309330850302,350.0,0.5858339347353316,15.95852398042692,5.0,239.86600796972095,15.612825545405721,1.4777718787849603,23.88960599834527,13.305559045564133,12.652399979608349,159.3402896879835,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0293,Tantalum,Al2O3,TiO2,anodizing,KOH,constant_voltage,AC,water,polished,7.124482556160497,19.12986926758686,53.267433013507805,117.64096425559497,4948.2924833587185,36.87978036582999,73.81974919156507,65.65145231638914,4.653463939949287,71.32414388497696,1.4525341134225773,500.0,4.1125499021275065,26.28783900948457,4.0,127.2870004738231,37.35928770287167,0.8207966806230474,26.7665398988827,12.714064070503415,1.897598207717275,152.70065671090788,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0294,Aluminum,ZrO2,none,anodizing,fluoride,constant_voltage,AC,oil,ground,0.0,0.0,14.289620446590911,512.3251098292312,2467.3575415319233,43.82579813297335,73.98751395288892,79.78335747923113,2.8309629764934297,108.00623845174991,3.18326443889163,,11.70305702338577,39.068944387340984,5.0,145.26574795785578,7.4875782845666965,1.098016288052652,30.38405748274672,8.434885762499473,14.249435867258839,73.92614833835368,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0295,Zirconium,Tantalum,ZrO2,plasma_spray,fluoride,constant_current,AC,furnace,as_received,10.787125052695064,18.75039868957985,20.471436251671296,290.27994539945917,1777.5950931762318,30.89169750240849,68.32376799423132,49.36490655663581,1.6647571318330272,290.4892964462606,2.814781675089386,500.0,4.4318880168076,22.480722496898686,2.0,161.51046970996487,47.67530176705044,0.33831645954637146,50.943122197340315,5.83365515768424,8.237171691958403,227.67417090155956,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0296,Zirconium,Zirconium,TiO2,anodizing,fluoride,constant_voltage,DC,water,as_received,7.817923724023135,,28.786176168952206,179.89912281315318,1374.3853831250947,94.90578164412597,38.35550214896325,40.236815175809326,4.306036271461742,290.586300437678,1.3866130392123213,150.0,6.2995061138793975,12.9084920199207,1.0,90.5082631317274,18.039471103647287,1.1714615309769223,23.297198268316965,10.935201605353642,4.059057733865406,99.94464977794233,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0297,Tantalum,TiO2,SiC,sol_gel,KOH,constant_voltage,AC,oil,polished,19.41367171947127,11.551471576301692,29.32472443647803,170.74480318240344,4900.063224724796,29.520448580364388,116.73125436442646,40.52887305937821,0.6598846311306013,145.47972097958552,0.8623715501722695,150.0,9.078261515100486,21.74598978213043,6.0,178.3837157451358,23.225570230918816,1.0717011430051726,23.819670408230294,10.192544336129826,4.366200703184258,224.44845030968318,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0298,Aluminum,Tantalum,graphene,PEO,silicate,constant_voltage,DC,air,as_received,3.872082501455163,16.081020902818906,59.86123006383833,182.53864428748597,1261.2539276084183,80.60396029354284,76.49186743925776,21.245013591186545,3.0177921986283227,131.44788527438766,3.4112217403077003,450.0,6.837421173910985,3.130850773903513,7.0,183.68362825299351,46.938841418578626,0.43086810448737634,68.83103555115886,17.692755995799047,4.132883086362899,165.93094702514202,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0299,Aluminum,Zirconium,TiO2,plasma_spray,KOH,constant_voltage,DC,air,ground,6.733478568728196,22.970682145779314,7.752273819296675,233.36208645898384,3628.5419786887164,23.525008502690184,82.15595646370556,32.300518193660764,3.74729690763485,177.50264556476634,5.454392579166742,500.0,9.051302335241527,5.382425089614956,7.0,145.51682831156063,69.05574369289147,0.11436869501408085,63.52177558153113,1.942336573651854,4.370147438307087,180.31100252608272,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0300,Magnesium,Tantalum,none,plasma_spray,mixed_oxide,constant_current,DC,air,ground,0.0,0.0,51.26593710049386,408.7597663378084,1418.790479029669,93.32079314845554,57.30116709146073,47.63863126125103,1.7598995922026446,122.92202286685018,1.9186227380305385,,0.0,1.2796730970385268,3.0,62.5029523467479,26.357970705646743,0.6463811698269466,95.02151389738589,24.108020119579866,11.902014298381735,71.14180051550015,E030,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0301,Aluminum,Magnesium,Si3N4,PEO,KOH,constant_voltage,DC,furnace,polished,11.094528936601161,22.169619945973643,51.95724032589034,524.8015214503968,352.44752678459554,29.16949395406221,38.104061056439996,43.07012007375533,4.3857136290344805,294.91561291389087,0.05,350.0,,35.484191621035166,3.0,232.220907656152,18.69984482001511,0.49765959291104767,61.921093806550054,15.169129827011721,14.875946555712742,242.49733051859693,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0302,Tantalum,Zirconium,Al2O3,plasma_spray,KOH,constant_current,AC,oil,sandblasted,10.235965010995884,2.483740433985917,33.63871926072945,384.51871506181607,3416.3830725897064,45.84352715660534,12.400132950116875,,1.581280535110932,105.30534750614436,4.928577405396208,300.0,7.970962432935069,,3.0,55.30991811603536,35.66130036340437,0.32507332616933926,64.47423842701636,13.308866933766081,10.750192513037549,171.41410933516312,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0303,Magnesium,MgO,graphene,plasma_spray,silicate,constant_voltage,DC,furnace,ground,13.052939075773326,16.22878185616178,21.29819292729007,323.5831354720504,8.154238149324367,57.47794567527205,45.276472605306914,70.18926716143143,4.279434272292827,142.28567054569214,5.025876428495109,150.0,9.690390163899886,12.634860840177176,5.0,168.4178771163125,29.599381535366327,0.6774500712985074,68.91547316915621,8.449935269031325,8.024366688224454,222.35415843074296,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0304,Tantalum,TiO2,ZrO2,anodizing,mixed_oxide,constant_current,AC,air,ground,19.025034526197054,19.58181196864182,31.634340153009475,274.2989040085673,3378.7425578028474,20.224285788267935,25.251204365865092,29.64074967547478,0.8534523372460576,157.34271892504458,4.241504623284325,300.0,8.667201040212698,9.62529534908488,5.0,52.67949125414613,20.196652137542745,0.9412942987418088,25.48847060928731,12.13147094680621,6.078739118783545,186.68366348510858,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0305,Zirconium,Al2O3,graphene,PEO,mixed_oxide,constant_current,AC,air,sandblasted,6.061811167130414,15.384425170348031,18.255594583587264,464.09723351880825,1251.8829949491155,79.42970573572362,81.14015084955636,16.79817175891028,1.2196741634079409,81.26600577029055,6.433688024204695,400.0,9.605411588109702,27.639987445153416,6.0,62.142156009242974,29.75595410865599,0.1309459121628858,62.02430795555771,10.627564949746544,11.694542002279059,137.92108466662773,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0306,Magnesium,ZrO2,graphene,PEO,NaOH,constant_voltage,AC,furnace,as_received,14.009045600472431,12.41359336360595,48.147339457956434,474.828601223035,3730.5211603575062,33.34827027787054,106.08544675231273,17.48465394337815,2.2144306275585866,145.70620669253248,6.47656759700375,350.0,2.1743728402606104,36.86175052662602,7.0,34.51842908634238,32.35071870696206,0.8075154242051631,72.61947650912747,19.375042915794754,12.438740393707992,172.80929598034137,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0307,Aluminum,MgO,SiC,PEO,aluminate,constant_current,AC,air,sandblasted,0.9882839586010805,15.452810143145866,30.398470363909478,196.51883721640928,3848.750836753247,56.687941636141424,39.816808698250014,23.720972344945793,4.343249807591807,264.18268002549337,5.255606669974675,300.0,8.293247926171214,12.666424551032316,3.0,109.9400984484871,21.376584807798988,0.8763063531915887,43.26660739025872,12.460727610535836,3.844215150387061,94.30509922200422,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0308,Zirconium,Magnesium,SiC,plasma_spray,KOH,constant_current,AC,air,as_received,5.6165752183056785,3.8340095340471416,55.62468855376958,526.710124326715,3620.5361940876896,56.718873908925985,43.281501922615355,,1.150634143070521,85.09025036418961,6.870044110855643,450.0,8.975751991743632,13.54080526608449,5.0,170.70816417284834,27.378526216404115,0.16559632771127392,98.81429018930505,27.19667729455517,11.876006453023901,199.1500176591109,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0309,Aluminum,Tantalum,Al2O3,PEO,aluminate,constant_voltage,AC,oil,as_received,9.54253469593356,5.428489222738947,37.738789317006585,247.55768160319104,122.41720733805195,61.224455447691724,82.09191794033634,67.53201265246511,4.439472079074086,196.0054877065468,,200.0,3.949613973713597,34.315388282557144,4.0,144.73972834123185,30.153533636467884,0.6659562462479867,51.56144908596479,10.692544341297646,5.4486243265529115,150.69409047361785,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0310,Magnesium,TiO2,Si3N4,sol_gel,silicate,constant_current,DC,oil,sandblasted,1.104398375382122,6.783988631710732,31.34484065376632,450.0390345957639,3518.683098218842,14.716308854566748,22.16621493774218,,1.5337918697575716,151.65928451500417,6.425554089247017,350.0,10.557639270197747,35.84165681946634,7.0,178.39861327466687,2.403472863652076,2.76329060397866,21.88331847602713,15.255007648025927,11.572545597034386,100.2880850828583,E031,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0311,Zirconium,Magnesium,TiO2,anodizing,KOH,constant_voltage,DC,air,sandblasted,12.54455448079596,14.964594548719452,42.953091884681484,533.4099390411167,4950.728070278816,24.332594755683267,111.8853040679354,56.28235812837313,2.5362877936753794,92.63418152936369,6.556362950181343,200.0,4.004183437981055,36.647426106361365,3.0,178.50414939160964,1.0,1.3626006748941168,36.87674665005916,23.707669147988657,17.517480858483797,155.05695002907774,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0312,Zirconium,TiO2,Al2O3,electrodeposition,NaOH,constant_current,AC,water,as_received,13.72705686383331,11.07543178993951,30.732044901383823,401.8290504278056,1213.1268426281144,23.701340648485957,46.84237981793055,41.204311409308076,2.08730481917152,53.084041112301456,6.408532305495593,500.0,3.304069372829719,12.433014112261096,2.0,60.838223678732504,23.77682628790542,0.6432725835690359,37.50113193732985,13.598382079222185,10.169654955244841,163.371007836545,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0313,Magnesium,Al2O3,Si3N4,electrodeposition,silicate,constant_current,DC,oil,polished,15.06126843934191,6.149672270021696,54.36587467474738,130.77536322559686,1371.1928611266926,35.67435705034741,16.637936281579087,25.043456030149585,1.031568019765356,118.33582587247506,2.1211998000515093,200.0,10.471613378025879,5.692190136257607,3.0,42.61422875277742,28.109036095447017,1.4294668808006803,42.258299666859784,11.094951249234656,2.037666465531231,180.0716545919555,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0314,Aluminum,Zirconium,Si3N4,plasma_spray,NaOH,constant_voltage,AC,water,ground,10.57320284443874,,11.882311692323636,343.0684775869654,4067.6327479026972,22.31770333295889,25.088660565873774,41.09219206382613,4.749393827836131,65.45724017450048,4.24775994936154,450.0,3.340728138338907,18.15990530794314,,167.57879089562738,41.19968522214084,0.5225621080496717,50.873580560990746,7.465204834292869,7.865069212907128,190.8901447503246,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0315,Magnesium,ZrO2,ZrO2,sol_gel,KOH,constant_current,AC,water,as_received,12.27692096708322,9.379349915315924,58.427572341008435,109.38856154778921,801.9840252804028,88.36331226581463,112.26579874085768,36.60698370400593,2.4718023083849605,144.1921178241838,2.150974354814961,350.0,5.278278317965701,12.534829740506062,7.0,173.70934709455338,24.297128435764836,2.2101072509954722,29.99391679289163,13.069923416939904,1.9521138557857576,162.03381169230363,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0316,Zirconium,ZrO2,Al2O3,PEO,NaOH,constant_current,DC,air,polished,8.2232723999305,11.178491394785786,48.91924255922033,444.57101993446315,3302.918377522758,53.60112829346056,33.4187181624373,71.55168225571396,3.606490676102875,252.55246392483642,2.8584683285514654,150.0,4.731112545423418,35.470800005661594,6.0,152.47482173117498,1.752935613269087,0.5350436454682539,63.3654372863237,23.333375394371032,14.433300051861547,151.2377668968486,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0317,Zirconium,Magnesium,graphene,anodizing,NaOH,constant_voltage,DC,water,as_received,1.3044341338779695,10.272041859897415,51.783268350027306,190.65758693694147,3775.1318875028924,63.00388755472817,81.16091244059794,46.63675953168947,3.08870454498814,229.9213152194031,3.1160063989444224,400.0,10.827710959420132,2.42876273033825,1.0,84.06774259129557,20.473439882402985,1.101682423183225,32.61625230967242,13.433292966782568,3.135222539289147,58.52801344095623,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0318,Zirconium,Magnesium,graphene,anodizing,silicate,constant_voltage,AC,furnace,polished,2.4490611876030046,4.589476734154978,29.4915621098932,397.6074115300093,185.80330909678588,40.38649490884027,22.95900070690049,29.702733497044374,2.7577216258349333,286.84592792544174,2.817424538905655,200.0,5.735210990311589,25.72133831581462,4.0,208.36834773609587,8.870305107381876,1.2461857661213445,27.264776507295124,11.257800693062414,9.978583222718335,94.46688531462381,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0319,Tantalum,Al2O3,TiO2,PEO,fluoride,constant_current,AC,oil,as_received,,18.30409403498432,50.39489141091825,505.04483706509944,2768.810471326131,33.48092198788248,27.321694620109437,33.77206934302569,3.2745993060058205,156.7538543342673,4.9858069922339725,200.0,8.48455273290648,36.341073264176444,,46.650923409176556,8.26110953272281,0.41900351811119385,62.72722397412608,23.558074194214786,14.654123571817175,152.3608339932464,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0320,Tantalum,TiO2,Al2O3,anodizing,fluoride,constant_voltage,AC,furnace,ground,19.913328341922636,11.239033643608007,19.099670931055105,140.5049253350862,2879.3862926794145,52.7700594697381,106.11239517349742,23.870560695274786,4.54254037791093,226.95034964796318,1.6477051338024555,250.0,9.631447403404033,39.090144305436574,3.0,169.10859365069905,31.3174573927759,0.397992466470059,29.64477449370861,3.4490829963537646,1.5583378304356423,243.38304919565314,E032,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0321,Aluminum,Magnesium,none,anodizing,NaOH,constant_voltage,AC,air,sandblasted,0.0,0.0,45.954942535286335,246.42891930058337,1517.214486958971,,22.02382031179461,74.70805418949354,3.646905690623493,216.33543052550507,2.7758059658869447,400.0,7.7208911785925265,26.355093372623685,7.0,56.49053789346188,16.555787671796875,1.0776600797959655,31.492656005334787,13.143461433673602,5.107117120896936,63.07492287006334,E033,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0322,Magnesium,Al2O3,SiC,electrodeposition,NaOH,constant_voltage,AC,air,polished,11.372878188114464,24.102141873876935,9.286559344952336,373.55939403678315,4381.723346987586,39.209903687029964,7.156317474672104,18.272480005370454,2.896160357548495,104.26157578956489,1.197958662270075,250.0,11.35248673073652,38.04699532387282,7.0,173.97849761531052,22.107234604858533,1.772022955768675,30.011406653626242,7.817907228625368,10.34195682861406,167.33123742067704,E033,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
S0323,Zirconium,Aluminum,TiO2,anodizing,aluminate,constant_current,DC,oil,polished,15.144670681209877,20.40330210930557,19.116063041788014,259.82929640475055,813.7485964992819,48.48382431302286,62.64181679552177,15.835006156133124,3.4033368229968937,125.89562630816462,3.2173477461339113,350.0,9.728836586444093,3.9507190423776244,2.0,121.89967332116922,24.718290383538562,0.887166885771445,23.912339622459996,7.303690050032879,7.106803500011541,165.88356820490958,E033,synthetic,True,synthetic_range,Auto-generated for development; not experimental data.
